Station,Date,Yearly max,Exceedance probability,Return periods
5046475,2009-03-24 00:00:00,5349.737,5.88235294117647,17.000000000000004
5046475,2006-04-01 00:00:00,3387.2043,11.76470588235294,8.500000000000002
5046475,2007-06-04 00:00:00,2936.9565,17.647058823529413,5.666666666666666
5046475,2011-04-07 00:00:00,2907.1875,23.52941176470588,4.250000000000001
5046475,2010-03-18 00:00:00,1962.6316,29.411764705882355,3.4
5046475,2019-04-01 00:00:00,1711.1459,35.294117647058826,2.833333333333333
5046475,2013-04-27 00:00:00,1406.6666,41.17647058823529,2.428571428571429
5046475,2014-06-20 00:00:00,1015.25,47.05882352941176,2.1250000000000004
5046475,2015-05-30 00:00:00,333.79166,52.94117647058824,1.8888888888888888
5046475,2020-08-15 00:00:00,252.60417,58.82352941176471,1.7
5046475,2008-10-13 00:00:00,252.18947,64.70588235294117,1.5454545454545456
5046475,2018-06-17 00:00:00,147.75755,70.58823529411765,1.4166666666666665
5046475,2017-04-21 00:00:00,136.20833,76.47058823529412,1.3076923076923077
5046475,2005-08-04 00:00:00,109.958336,82.35294117647058,1.2142857142857144
5046475,2012-04-17 00:00:00,61.528126,88.23529411764706,1.1333333333333333
5046475,2016-12-01 00:00:00,18.301458,94.11764705882352,1.0625000000000002
5051500,1997-04-15 00:00:00,12627.16,3.571428571428571,28.0
5051500,2009-03-24 00:00:00,10321.053,7.142857142857142,14.0
5051500,2001-04-09 00:00:00,9194.167,10.714285714285714,9.333333333333334
5051500,2011-04-07 00:00:00,7456.6665,14.285714285714285,7.0
5051500,2013-04-27 00:00:00,6326.25,17.857142857142858,5.6
5051500,1995-03-17 00:00:00,6261.579,21.428571428571427,4.666666666666667
5051500,2019-04-21 00:00:00,6196.146,25.0,4.0
5051500,2010-03-21 00:00:00,5993.684,28.57142857142857,3.5
5051500,2005-06-15 00:00:00,5732.5,32.142857142857146,3.1111111111111107
5051500,2006-04-06 00:00:00,5180.7896,35.714285714285715,2.8
5051500,2014-04-30 00:00:00,5129.5835,39.285714285714285,2.5454545454545454
5051500,1996-05-19 00:00:00,5057.8125,42.857142857142854,2.3333333333333335
5051500,1998-06-29 00:00:00,4212.8,46.42857142857143,2.1538461538461537
5051500,2007-06-09 00:00:00,4179.4736,50.0,2.0
5051500,1999-06-08 00:00:00,4033.3333,53.57142857142857,1.8666666666666667
5051500,2003-06-26 00:00:00,3674.1667,57.14285714285714,1.75
5051500,2002-07-12 00:00:00,3247.9167,60.71428571428571,1.647058823529412
5051500,2020-04-08 00:00:00,3212.3958,64.28571428571429,1.5555555555555554
5051500,2015-05-30 00:00:00,3166.9792,67.85714285714286,1.4736842105263157
5051500,2008-06-08 00:00:00,3148.75,71.42857142857143,1.4
5051500,2004-09-25 00:00:00,3136.6667,75.0,1.3333333333333333
5051500,2012-04-17 00:00:00,2686.875,78.57142857142857,1.2727272727272727
5051500,2000-03-10 00:00:00,2465.8333,82.14285714285714,1.2173913043478262
5051500,2017-06-16 00:00:00,2082.3958,85.71428571428571,1.1666666666666667
5051500,2018-04-19 00:00:00,1923.4375,89.28571428571429,1.1199999999999999
5051500,2016-07-13 00:00:00,1766.3541,92.85714285714286,1.0769230769230769
5051500,1994-12-03 00:00:00,728.84,96.42857142857143,1.037037037037037
5051522,2009-03-26 00:00:00,23220.834,3.8461538461538463,26.0
5051522,2006-04-04 00:00:00,14271.875,7.6923076923076925,13.0
5051522,2011-04-08 00:00:00,13666.667,11.538461538461538,8.666666666666668
5051522,1997-04-15 00:00:00,13144.33,15.384615384615385,6.5
5051522,2010-03-19 00:00:00,12078.125,19.230769230769234,5.199999999999999
5051522,2019-04-05 00:00:00,11542.708,23.076923076923077,4.333333333333334
5051522,2001-04-12 00:00:00,11378.125,26.923076923076923,3.7142857142857144
5051522,2013-04-29 00:00:00,10689.4795,30.76923076923077,3.25
5051522,2007-06-07 00:00:00,9281.1455,34.61538461538461,2.888888888888889
5051522,2014-06-22 00:00:00,7203.75,38.46153846153847,2.5999999999999996
5051522,2005-06-16 00:00:00,7011.5625,42.30769230769231,2.3636363636363638
5051522,2020-04-09 00:00:00,4893.3335,46.15384615384615,2.166666666666667
5051522,2008-10-16 00:00:00,4548.5415,50.0,2.0
5051522,2003-06-29 00:00:00,4361.771,53.84615384615385,1.8571428571428572
5051522,2002-07-14 00:00:00,3757.3958,57.692307692307686,1.7333333333333334
5051522,1999-06-10 00:00:00,3665.8333,61.53846153846154,1.625
5051522,2015-06-01 00:00:00,3582.0833,65.38461538461539,1.5294117647058822
5051522,1998-07-01 00:00:00,3517.7083,69.23076923076923,1.4444444444444444
5051522,2018-06-19 00:00:00,3483.75,73.07692307692307,1.3684210526315792
5051522,2004-09-27 00:00:00,3130.0,76.92307692307693,1.2999999999999998
5051522,2012-04-19 00:00:00,2854.8958,80.76923076923077,1.2380952380952381
5051522,2000-03-11 00:00:00,2728.2292,84.61538461538461,1.1818181818181819
5051522,2017-04-23 00:00:00,2422.2917,88.46153846153845,1.1304347826086958
5051522,2016-07-14 00:00:00,2037.6041,92.3076923076923,1.0833333333333335
5051522,1996-11-05 00:00:00,470.8229,96.15384615384616,1.04
5051600,2019-04-06 00:00:00,1604.5834,4.761904761904762,21.0
5051600,2005-07-01 00:00:00,1544.4791,9.523809523809524,10.5
5051600,2009-03-24 00:00:00,1263.75,14.285714285714285,7.0
5051600,2010-03-20 00:00:00,1246.1842,19.047619047619047,5.25
5051600,2011-04-05 00:00:00,1222.9788,23.809523809523807,4.200000000000001
5051600,2007-05-08 00:00:00,1218.75,28.57142857142857,3.5
